116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854925,0,2
116159145,39854925,0,2
116159145,39854925,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159146,39854923,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159145,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159146,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
116159147,39854924,0,2
